YEAR,DUNSNO,COMPANYNAME,NATIONALCODE,COUNTYCODE,STATECODE,CITYCODE,STREETADDRESS,CITY,STATE,ZIPCODE,ZIPCODE4,MAILINGADDRESSCODE,MAILINGADDRESS,MAILINGCITYNAME,MAILINGSTATE,MAILINGZIPCODE,MAILINGZIPCODE4,PHONENUMBER,PRINCIPAL,DDM,BUSINESSDESCRIPTION,YEARSTARTED,SLS,SLSCODE,EMPLOYEESTHISSITE,EMPLOYEESTHISSITECODE,EMPLOYEESALLSITES,EMPLOYEESALLSITESCODE,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,SECONDARYNAME,PARENTCITYNAME,PARENTSTATE,DANDBOFFICE,HQDUNSNO,PARENTDUNSNO,ULTDUNSNO,STATUS,SUBSIDIARYINDICATOR,MANUFACTURING,SALESGROWTH,EMPLOYMENTGROWTH,SMSACODE,BASEYEARSALES,BASEYEAREMPLOYMENT,TRENDYEARSALES,TRENDYEAREMPLOYMENT,POPULATIONCODE,TRANSACTIONCODE,HIERCODE,DIASCODE,REPORTDATE
2001,158505516,SKILL CRAFT LLC,0,225,45,7647,1927 BERKSHIRE DR,SAINT PAUL,MN,55122,3608,,,,,,,6516830948,FRANK PETRONE,,SNGL-FAM HSNG CNSTR,2000,100000,2,1,0,1,0,1521,101,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,10717
2001,158507629,SOUTHEAST FIREWOOD,0,621,45,8228,1108 SUNRISE CT NE,STEWARTVILLE,MN,55976,1564,,,,,,,5075339554,JAMIE JANSON,OWNER,FUEL DEALERS NEC,2000,39000,2,1,0,1,0,5989,9902,,,,,,,,,,,,0,0,1,,,491,,,,,6,3,,,10604
2001,158548979,JULIES HAIRSTYLING STUDIO,0,390,45,6065,24 MAIN ST N,NEW LONDON,MN,56273,8509,,,,,,,3203540070,JULIE BECK,OWNER,BEAUTY SHOPS,2000,16000,2,1,0,1,0,7231,9901,,,,,,,,,,,,0,0,1,,,,,,,,5,2,,,1121
2001,158568928,BEMIDJI CATERING,0,60,45,752,RR 5 BOX 192E,BEMIDJI,MN,56601,8536,,,,,,,2185863474,LORIE HAMILTON,MANAGER,EATING PLACES,2000,70000,2,3,0,3,0,5812,9903,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,10612
2001,158713490,ASIAN MARKET GIFT & FLOWE,0,225,45,1301,14600 10TH AVE S,BURNSVILLE,MN,55337,4643,,,,,,,9529536424,SUTHERA JOHNSON,OWNER,GROCERY STORES,2000,67000,2,1,0,1,0,5411,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,10718
2001,158749106,BORMAN & SCHULKERS PLLP,0,313,45,5736,250 3RD AVE N STE 650,MINNEAPOLIS,MN,55401,1677,,,,,,,6123323096,JOSEPH BORMAN,PARTNER,LEGAL SERVICES,2000,120000,2,2,0,2,0,8111,9901,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,1128
2001,158793823,TECHFITTERS INC,0,786,45,7857,2086 CHESTER ST,SHAKOPEE,MN,55379,4375,,,,,,,8668036506,MIKE MOSHIER,CHIEF EXECUTIVE OFFICER,COMPTR SOFTWRE STR,2000,190000,2,2,0,2,0,5734,200,,,,,,,,,,,,0,0,1,,,370,,,,,6,3,,,10306
2001,158794581,APARACOR INTERNATIONAL INC,0,313,45,5736,6600 FRANCE AVE S,MINNEAPOLIS,MN,55435,1805,,,,,,,9522852600,RICHARD WALLACE,PRESIDENT,MANAGEMENT SERVICES,2000,190000,2,3,2,3,2,8741,100,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,10419
2001,158803754,A PAIR OF JACKS,0,775,45,8753,301 1ST ST N,VIRGINIA,MN,55792,2515,,,,,,,2187573438,JACK ERVIN II,PARTNER,GNRL ATMTVE RPR SHP,2000,150000,0,2,0,2,0,7538,0,,,,,,,,,,,,0,0,1,,,166,,,,,7,3,,,10316
2001,158809090,AMERICAN WILLS & TRUSTS INC,0,313,45,5736,10 S 5TH ST,MINNEAPOLIS,MN,55402,1012,,,,,,,6123275208,W THOMAS WHEELER,PRESIDENT,TELE COMM EXC RADI,2000,460000,2,5,0,5,0,4813,202,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,1128
2001,158831193,EXELON SOLUTIONS,0,786,45,6940,14198 COMMERCE AVE NE,PRIOR LAKE,MN,55372,1439,,,,,,,9522264577,MADONNA RYKKEN,MANAGER,ELECTRIC SERVICES,2000,10100000,2,40,0,41,0,4911,9901,9902,9903,,,,Chicago,IL,,158831193,1807150,1807150,1,3,1,,,370,,,,,6,3,2,839492,11019
2001,158872908,PIONEER PLACE ON FIFTH,0,819,45,7549,22 5TH AVE S,SAINT CLOUD,MN,56301,3618,,,,,,,3202030331,DAN BARRS,OWNER,MNGMNT CNSLTNG SVCS,2000,830000,2,11,0,11,0,8742,500,,,,,,,,,,,,0,0,1,,,503,,,,,7,3,,,10712
2001,158873450,ITS A HOOT,0,225,45,7647,14050 PILOT KNOB RD STE 1,SAINT PAUL,MN,55124,6647,,,,,,,9523224228,DON EDBERG,PARTNER,FURNITURE STORES,2000,300000,2,4,0,4,0,5712,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,11106
2001,158880133,REDMAN PRODUCTIONS INC,0,720,45,7122,32842 KNOX AVE,REDWOOD FALLS,MN,56283,2460,,,,,,,5076418330,BRAD GNIFFKE,PRESIDENT,COMMRCL ART GR DSG,2000,160000,2,3,0,3,0,7336,103,,,,,,,,,,,,0,0,1,,,,,,,,4,3,,,10424
2001,158880356,SPECTRUM PLASTICS INC,0,874,45,9117,202 5TH ST N,WHEATON,MN,56296,1430,,,,,,,3205634549,FORREST D FEIOCK,PRESIDENT,PLSTCS PRODUCTS NE,2000,940000,2,16,0,16,0,3089,609,,,,,WHEATON PLASTICS,,,,,,,0,0,0,,,,,,,,3,3,,,11011
2001,158883715,DJ REPAIR,0,566,45,8837,RR 1 BOX 27A,WALTHAM,MN,55982,9615,,,,,,,5074773642,DENNIS TUFTE,OWNER,REPAIR SVCS NEC,2000,33000,2,1,0,1,0,7699,1402,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,10201
2001,158906193,ANDYS GARAGE OF ST PAUL,0,698,45,7647,1825 UNIVERSITY AVE W,SAINT PAUL,MN,55104,3401,,,,,,,6519172332,DEE TRAUDT,OWNER,EATING PLACES,2000,450000,2,20,0,20,0,5812,9902,,,,,ANDYS GARAGE,,,,,,,0,0,1,,,370,,,,,8,3,,,10418
2001,158906359,SUB ZERO CRYOGENICS INC,0,159,45,6212,11265 375TH ST,NORTH BRANCH,MN,55056,6736,,P O BOX 440,NORTH BRANCH,MN,55056,440,6516748674,PAUL GRUNDHAUSER,PRESIDENT,PRIM METAL PRODUCTS,2000,67000,2,1,0,1,0,3399,9906,,,,,,,,,,,,0,0,0,,,370,,,,,5,3,,,10613
2001,158954318,MASTER JERRY DE,0,225,45,1301,13301 ACORN CIR,BURNSVILLE,MN,55337,8502,,,,,,,,JERRY DE MASTER,OWNER,ADVERTISNG AGENCIES,2000,120000,2,1,0,1,0,7311,9901,,,,,DE MASTER LTD,,,,,,,0,0,1,,,370,,,,,7,2,,,1128
2001,158987458,REBECCA YANISH FOR US SENATE,0,313,45,5736,619 S 10TH ST,MINNEAPOLIS,MN,55404,1128,,P O BOX 5805,MINNEAPOLIS,MN,55458,,6123338683,REBECCA YANISH,PRESIDENT,POLITICAL ORGNZTNS,2000,710000,2,14,0,14,0,8651,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,1215
2001,158987615,WASTEWARECOM,0,313,45,5736,3400 BRYANT AVE S,MINNEAPOLIS,MN,55408,4110,,,,,,,6128213875,TRACY JOHNSON,CHIEF EXECUTIVE OFFICER,TELE COMM EXC RADI,2000,190000,2,2,0,2,0,4813,202,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,10604
2001,159036305,LISA ANNS,0,797,45,2614,707 HIGHWAY 10,ELK RIVER,MN,55330,2500,,,,,,,7632742832,LISA ERIKSSON,OWNER,MARKING DEVICES,2000,38000,2,1,0,1,0,3953,105,,,,,,,,,,,,0,0,0,,,503,,,,,5,3,,,11106
2001,159036370,BRIC N BRAC,0,313,45,2845,441 2ND ST,EXCELSIOR,MN,55331,1905,,,,,,,9524701682,JAN KORDNOWY,OWNER,DURABLE GOODS NEC,2000,630000,2,5,0,5,0,5099,701,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,11214
2001,159036461,HOLMGREN UNDERGROUND INC,0,786,45,7857,823 CORTLAND CIR,SHAKOPEE,MN,55379,8983,,,,,,,9522332166,DARIN HOLMGREN,PRESIDENT,WTER SWER UTIL LN,2000,490000,2,6,0,6,0,1623,9906,,,,,,,,,,,,0,0,1,,,370,,,,,6,3,,,10717
2001,159037097,ANGELS AT SUNRISE STUDIO,0,38,45,7556,3220 BRIDGE ST NW STE 106,SAINT FRANCIS,MN,55070,8631,,,,,,,7637539947,CATHY CLARK,OWNER,SERVICES NEC,2000,36000,2,1,0,1,0,8999,101,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,11113
2001,159071781,ALL ABOUT CHILDREN,0,313,45,2514,12200 MIDDLE SET RD,EDEN PRAIRIE,MN,55344,5415,,,,,,,9529438200,,,OFCS CLNS OF MDL D,2000,290000,2,4,2,4,2,8011,516,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,10817
2001,159103436,QUILT RACING,0,786,45,7857,1523 3RD AVE W,SHAKOPEE,MN,55379,1014,,,,,,,9522332084,KEN QUILT,OWNER,AUTO HOME SPPL STR,2000,140000,2,2,0,2,0,5531,105,,,,,,,,,,,,0,0,1,,,370,,,,,6,3,,,10201
2001,159109110,PROFESSIONAL TOUCH DETAILING,0,786,45,7773,12375 ZINRAN AVE,SAVAGE,MN,55378,2384,,,,,,,9528950205,ANTHONY RADABAUGH,PRESIDENT,CARWASHES,2000,72000,2,3,0,3,0,7542,9904,,,,,,,,,,,,0,0,1,,,370,,,,,6,3,,,10201
2001,159170922,BAINVILLE EXTERIORS INC,0,698,45,7647,2434 HILLVIEW RD,SAINT PAUL,MN,55112,6018,,,,,,,7637833994,LANCE BAINVILLE,PRESIDENT,RFNG SDNG SHT MTL,2000,51000,2,1,0,1,0,1761,9904,,,,,,,,,,,,0,0,1,,,370,,,,,8,3,,,10201
2001,159171151,LIFELIGHT PRODUCTS INC,0,313,45,4161,14525 HIGHWAY 7 STE 145,HOPKINS,MN,55345,3708,,P O BOX 1308,MINNEAPOLIS,MN,55440,1308,9529120341,DAN ELLING,PRESIDENT,ELEC APPRATUS EQUI,2000,370000,2,3,0,3,0,5063,402,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,10824
2001,159238653,SITE SERVICES INC,0,775,45,2397,4215 ENTERPRISE CIR,DULUTH,MN,55811,5719,,,,,,,2187259000,GUS GUSTOFSON,PRESIDENT,PLBNG HTNG AIR-CO,2000,1200000,2,14,0,14,0,1711,201,,,,,,,,,,,,0,0,1,,,166,,,,,7,3,,,1226
2001,159238893,ALTIER TECHNOLOGIES LLC,0,621,45,7262,1652 GREENVIEW DR SW,ROCHESTER,MN,55902,4219,,,,,,,5072806242,STEVEN PATTON,PRESIDENT,BUS CONSULTING NEC,2000,150000,0,10,0,10,0,8748,300,,,,,,,,,,,,0,0,1,,,491,,,,,6,3,,,10305
2001,159238901,TITANIAS GARDEN,0,753,45,5232,111 W MAIN ST,LUVERNE,MN,56156,1843,,,,,,,5072833724,CAROL CEYOWA,OWNER,SERVICES NEC,2000,33000,2,1,0,1,0,8999,101,,,,,CAROL CEYNOWA,,,,,,,0,0,1,,,,,,,,4,3,,,10201
2001,159238950,FOCAL POINT FIXTURES INC,0,819,45,7549,101 OSSEO AVE N,SAINT CLOUD,MN,56303,4450,,,,,,,3202031100,SCOTT DEMARAIS,PRESIDENT,CARPENTRY WORK,2000,700000,2,10,0,10,0,1751,101,,,,,,,,,,,,0,0,1,,,503,,,,,7,3,,,10620
2001,159242671,QUANTOBE INC,0,698,45,7647,2117 NILES AVE,SAINT PAUL,MN,55116,1138,,,,,,,6516987805,DOUGLAS HART,PRESIDENT,MNGMNT CNSLTNG SVCS,2000,71000,2,1,0,1,0,8742,9908,,,,,,,,,,,,0,0,1,,,370,,,,,8,3,,,10526
2001,159244297,STAY N PLAY,0,742,45,6226,1300 BOLLENBACHER DR,NORTHFIELD,MN,55057,3609,,,,,,,5076458176,CHARLOETTE HALL,OWNER,CHILD DAY CARE SVCS,2000,180000,2,15,0,15,0,8351,0,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,10201
2001,159245641,COPY THIS,0,918,45,8235,1983 GREELEY ST S,STILLWATER,MN,55082,6012,,,,,,,6514395292,TERRY NESBOLD,PARTNER,PHTCPYNG DPLCTNG S,2000,200000,2,4,0,4,0,7334,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,11018
2001,159245724,CHANT VOIGT AND ASSOCIATES,0,225,45,7647,4635 NICOLS RD,SAINT PAUL,MN,55122,3337,,,,,,,6516867727,PAUL VOIGT,PRESIDENT,ENGINEERING SVCS,2000,100000,2,2,0,2,0,8711,404,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,11122
2001,159246474,EQUITY INVESTMENTS LLC,0,313,45,5736,3307 WISCONSIN AVE N,MINNEAPOLIS,MN,55427,1946,,,,,,,6122759202,BRETT SCHRABER,,INVESTMNT OFFCS NE,2000,490000,2,2,0,2,0,6726,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,10517
2001,159249213,GRAND RENTAL STATION,0,269,45,1571,13433 HIGHWAY 52 SE,CHATFIELD,MN,55923,3404,,,,,,,5078671646,PAT DONAHOE,OWNER,EQPT RNTL LSING N,2000,270000,2,5,0,5,0,7359,9906,,,,,,,,,,,,0,0,1,,,,,,,,4,3,,,10201
2001,159249361,SHERWOOD GARDEN CENTER INC,0,951,45,9264,1258 SUGAR LOAF RD,WINONA,MN,55987,4122,,,,,,,5074544172,TONI SHERWOOD,VICE-PRESIDENT,RET NSRS GDN STRS,2000,540000,2,7,0,7,0,5261,0,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,11114
2001,159251052,FAST GRAPHICS,0,819,45,7549,1719 3RD ST N,SAINT CLOUD,MN,56303,4411,,,,,,,3205291909,JEFF SCOLES,PARTNER,SIGNS ADVT SPCLTIE,2000,98000,2,2,0,2,0,3993,0,,,,,,,,,,,,0,0,0,,,503,,,,,7,3,,,10526
2001,159257406,RIVERTOWN MOTORSPORT L L C,0,225,45,8060,144 CONCORD EXCHANGE S,SOUTH SAINT P,MN,55075,2446,,,,,,,6515528070,PAUL BLOYER,PARTNER,REPAIR SVCS NEC,2000,410000,0,5,0,5,0,7699,1302,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,10605
2001,159275879,LUMBERJACK SHACK,0,60,45,752,221 BEMIDJI AVE N,BEMIDJI,MN,56601,4010,,,,,,,2187558930,JULIA SKIME,OWNER,GFT NVLTY SVENR S,2000,98000,2,3,0,3,0,5947,104,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,10201
2001,159275887,IN HOUSE SERVICES,0,918,45,7647,7628 STILLWATER BLVD N,SAINT PAUL,MN,55128,4016,,,,,,,6517040629,MARK C GABRIELSON,OWNER,CRPT UPHLSTRY CLNG,2000,51000,2,2,0,2,0,7217,100,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,10201
2001,159275952,KUNDE PRODUCTS INC,0,698,45,7647,340 COUNTY ROAD D E,SAINT PAUL,MN,55117,1275,,,,,,,6514862741,GREG KUNDE,PRESIDENT,BUS SERVICES NEC,2000,160000,2,3,0,3,0,7389,9954,,,,,BIOPOND SYSTEMS,,,,,,,0,0,1,,,370,,,,,8,3,,,10201
2001,159284681,LARSON FENCE CO,0,313,45,5736,5309 34TH AVE S,MINNEAPOLIS,MN,55417,2113,,,,,,,6122960100,BRENT LARSON,OWNER,SPCL TRD CNTRS NEC,2000,50000,2,1,0,1,0,1799,9912,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,10201
2001,159288179,DETAILS PLUS,0,775,45,4014,1502 1/2 E HOWARD ST,HIBBING,MN,55746,1263,,P O BOX 164,COLERAINE,MN,55722,164,2183628051,TIM RICE,OWNER,CARWASHES,2000,77000,2,3,0,3,0,7542,9904,,,,,,,,,,,,0,0,1,,,166,,,,,7,3,,,11024
2001,159288450,PTL CONSULTING,0,775,45,2397,1731 W ARROWHEAD RD,DULUTH,MN,55811,2260,,,,,,,2187300494,STEVE ASHLEY,OWNER,COMP RLTD SVCS NEC,2000,63000,2,1,0,1,0,7379,200,,,,,,,,,,,,0,0,1,,,166,,,,,7,3,,,10201
2001,159303846,TRUCKIN USA,0,291,45,7115,511 PLUM ST,RED WING,MN,55066,2619,,,,,,,6512674341,HARLAN SCHROEDER,OWNER,LCL TRCKG W/O STRGE,2000,130000,2,3,0,3,0,4212,0,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,11004
2001,159450295,MONTGOMERY BRANCH LIBRARY,0,456,45,5813,201 W ASH AVE,MONTGOMERY,MN,56069,,,P O BOX 78,MONTGOMERY,MN,56069,78,5073647615,VICKY LEE,,LIBRARIES,2000,45000,2,3,2,3,2,8231,0,,,,,MONTGOMERY BRANCH LIBRARY,,,,,,,0,0,1,,,,,,,,4,3,,,10419
2001,159497929,ST CROIX LIGHTING,0,918,45,8235,220 MULBERRY ST E STE 1,STILLWATER,MN,55082,5068,,,,,,,6514396244,TONY LODGE,PRESIDENT,MISC HMFRNSHNGS STR,2000,200000,0,1,0,1,0,5719,202,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,1201
2001,159498786,SCHNEIDERMAN APPRAISAL SERVICE,0,599,45,9348,618 OMAHA AVE,WORTHINGTON,MN,56187,2146,,,,,,,5073763977,JOHN H SCHNEIDERMAN,PRESIDENT,RL ESTE AGNTS MGRS,2000,53000,2,1,0,1,0,6531,9901,,,,,,,,,,,,0,0,1,,,,,,,,4,3,,,10604
2001,159514822,CUSTOM HBC CORP,0,126,45,8774,380 INDUSTRIAL BLVD,WACONIA,MN,55387,1738,,,,,,,9524428241,LARRY J WILHELM,PRESIDENT,DRGS PRPRTRS SNDR,2000,540000,2,5,0,5,0,5122,100,,,,,,,,,,,,0,0,1,,,370,,,,,5,3,,,11025
2001,159563134,IDEPENDNCE PL SNIOR HSING COOP,0,390,45,8081,9011 N SHORE DR,SPICER,MN,56288,9515,,,,,,,3202148988,CHRISTINE LINDGREN,PRINCIPAL,RL ESTE AGNTS MGRS,2000,53000,2,1,0,1,0,6531,203,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,10201
2001,159569495,QUADNET SNGLAR SYSTEMS SLTIONS,0,313,45,2514,6409 CITY WEST PKWY,EDEN PRAIRIE,MN,55344,7845,,,,,,,9528330700,WILLIAM FINK,PRESIDENT,COMP RLTD SVCS NEC,2000,750000,2,10,0,10,0,7379,200,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,11018
2001,159575690,GEBHART BRIAN,0,126,45,1564,266 JASPERS CIR N,CHASKA,MN,55318,3209,,,,,,,7632725800,BRIAN GEBHART,OWNER,SNGL-FAM HSNG CNSTR,2000,100000,2,1,0,1,0,1521,101,,,,,,,,,,,,0,0,1,,,370,,,,,5,3,,,10201
2001,159629083,BAY SALON,0,313,45,8984,923 LAKE ST E,WAYZATA,MN,55391,1851,,,,,,,7634731511,PATTY GENGLER,VICE-PRESIDENT,BEAUTY SHOPS,2000,47000,2,3,0,3,0,7231,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,10424
2001,159636476,TOP SEAL,0,786,45,6940,12235 NICOLLET AVE S,PRIOR LAKE,MN,55372,,,,,,,,9524477325,STEVE TJORNHOM,PRESIDENT,CHEM ALLD PRDTS N,2000,4400000,2,25,0,25,0,5169,0,,,,,,,,,,,,0,0,1,,,370,,,,,6,3,,,11115
2001,159643191,HUMPHREY SCOTT AGENCY,0,313,45,2166,13700 83RD WAY N,OSSEO,MN,55369,7015,,,,,,,7634202003,SCOTT HUMPHREY,PRESIDENT,INSURANCE AGNTS SV,2000,83000,2,1,0,1,0,6411,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,10604
2001,159650568,PROMSYNTHESIS INC,0,313,45,2514,9637 ANDERSON LAKES PKWY,EDEN PRAIRIE,MN,55344,4155,,,,,,,9528290974,SUSAN DAUB,PRESIDENT,PUBLIC RELATNS SVCS,2000,500000,2,6,0,6,0,8743,9902,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,11122
2001,159656532,PERFECT PAWS PET GROOMING,0,819,45,7745,525 19TH AVE N,SARTELL,MN,56377,1488,,,,,,,3202900302,NICOLIE COOK,OWNER,ANIMAL SPECLTY SVCS,2000,20000,2,1,0,1,0,752,9901,,,,,,,,,,,,0,0,1,,,503,,,,,7,3,,,10424
2001,160028130,AMER REFUGEE COMM,0,313,45,5736,430 OAK GROVE ST STE 204,MINNEAPOLIS,MN,55403,3234,,,,,,,6128727060,JOE BOCK,PRESIDENT,BUSINESS ASSOCIATNS,2000,1700000,2,30,0,30,0,8611,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,11214
2001,160393778,I R B INCORPORATED,0,225,45,8060,1323 SOUTHVIEW BLVD,SOUTH SAINT P,MN,55075,2266,,,,,,,6512564696,TOM PULKRABEK,PRESIDENT,METLS SVC CNTRS OF,2000,1500000,0,3,0,3,0,5051,9903,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,10419
2001,160808288,NORTHLAND FABRICATION & MILLWR,0,335,45,4882,RR 1 BOX 257C,LAPORTE,MN,56461,9760,,,,,,,2183356956,SHAWN FADNESS,PRESIDENT,SPCL TRD CNTRS NEC,2000,360000,2,6,0,6,0,1799,9932,,,,,,,,,,,,0,0,1,,,,,,,,4,3,,,10531
2001,160872433,NUTRIAGE INC,0,918,45,7647,3556 GENEVIEVE AVE N,SAINT PAUL,MN,55128,3068,,,,,,,6517739665,GREGORY M KNOWD,PRESIDENT,PHRMCTCL PREPRTNS,2000,510000,2,6,0,6,0,2834,700,,,,,,,,,,,,0,0,0,,,370,,,,,7,3,,,10531
2001,160882101,MENZIES DONNA,0,313,45,4161,14700 OAKWOOD RD,HOPKINS,MN,55345,2323,,,,,,,9529303386,DONNA MENZIES,OWNER,EMPLOYMENT AGENCIES,2000,63000,2,1,0,1,0,7361,0,,,,,MENZIES SEARCH,,,,,,,0,0,1,,,370,,,,,9,3,,,10531
2001,160952409,HUNNY POT,0,357,45,1039,29130 COUNTY ROAD 69,BOVEY,MN,55709,8254,,,,,,,2182477996,TERESA JENSEN,OWNER,CHILD DAY CARE SVCS,2000,11000,2,1,0,1,0,8351,0,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,10604
2001,160952474,JB HOLMAN ASSOC INC,0,313,45,5736,5021 BEDFORD AVE,MINNEAPOLIS,MN,55436,2109,,,,,,,9529251911,JAN BLAKELEY,PRESIDENT,INVESTMENT ADVICE,2000,67000,2,1,0,1,0,6282,9903,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,10604
2001,160954348,UMEC USA INC,0,390,45,9194,707 LITCHFIELD AVE SW,WILLMAR,MN,56201,3184,,,,,,,3202149105,ERIC ARNOLD,VICE-PRESIDENT,SEARCH NVGTN EQPMN,2000,400000,2,7,0,7,0,3812,9905,,,,,UMECUSA,,,,,,,0,0,0,,,,,,,,5,3,,,10928
2001,160974288,H & M TOOL COMPANY,0,313,45,5736,2718 UNIVERSITY AVE SE,MINNEAPOLIS,MN,55414,3210,,,,,,,6123780639,MEGAN HELLING,PRESIDENT,HARDWARE STORES,2000,540000,0,3,0,15,0,5251,100,,,,,TOOLS PLUS MORE,,,,160974288,,160974288,1,0,1,,,370,,,,,9,3,1,1087726,11107
2001,161016746,THOEROSE CORPORATION,0,676,45,3083,110 1ST ST E,FOSSTON,MN,56542,1322,,,,,,,2184356442,KAY BALSTAD,PRESIDENT,VARIETY STORES,2000,530000,2,10,0,10,0,5331,0,,,,,KS VARIETY,,,,,,,0,0,1,,,218,,,,,5,3,,,10620
2001,161057356,OLEJAR MARIA,0,313,45,5736,8281 SCOTT AVE N,MINNEAPOLIS,MN,55443,2224,,,,,,,,MARIA OLEJAR,OWNER,BUS CONSULTING NEC,2000,61000,2,1,0,1,0,8748,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,10202
2001,161316158,B & B SERVICE,0,797,45,885,26269 184TH ST,BIG LAKE,MN,55309,9786,,,,,,,7632636238,ROBERT LAMBERT,OWNER,SPCL TRD CNTRS NEC,2000,50000,2,1,0,1,0,1799,503,,,,,,,,,,,,0,0,1,,,503,,,,,5,3,,,10604
2001,161342287,D LEWIS ENTERPRISES INC,0,38,45,1489,618 208TH LN NE,CEDAR,MN,55011,9508,,,,,,,7634348906,DANA F LEWIS,PRESIDENT,SNGL-FAM HSNG CNSTR,2000,100000,2,1,0,1,0,1521,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,10604
2001,161837120,MANZANO LLC,0,313,45,5736,821 DOUGLAS AVE APT 107,MINNEAPOLIS,MN,55403,3119,,,,,,,7633743605,MARY JANE LISS,PRESIDENT,NONDURABLE GDS NEC,2000,220000,2,3,0,3,0,5199,9901,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,11005
2001,161866681,THREE RING SCENIC (LLC),0,313,45,5736,2525 E FRANKLIN AVE,MINNEAPOLIS,MN,55406,1084,,,,,,,6123335782,BRIAN AXELL,PRINCIPAL,SPCL TRD CNTRS NEC,2000,50000,2,1,0,1,0,1799,9934,,,,,3 RING SCENIC,,,,,,,0,0,1,,,370,,,,,9,3,,,10418
2001,161868786,H&L TITLE CO,0,390,45,9194,328 3RD ST SW,WILLMAR,MN,56201,3323,,,,,,,3202141560,MARILYN LARSON,OWNER,TITLE ABSTRCT OFFCS,2000,59000,2,2,0,2,0,6541,9903,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,10604
2001,161869800,OUTSOURCE MARKETING,0,313,45,5736,111 3RD AVE S STE 145,MINNEAPOLIS,MN,55401,2517,,,,,,,6123399762,REVA KUPRITZ,OWNER,MNGMNT CNSLTNG SVCS,2000,71000,2,1,0,1,0,8742,300,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,10531
2001,161872945,RGH CLEANING SPECLST,0,918,45,8235,720 7TH ST S,STILLWATER,MN,55082,5719,,,,,,,6512751839,RANDA HINSON,OWNER,BLDNG MAINT SVC NE,2000,36000,2,2,2,2,2,7349,9903,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,10802
2001,161873612,SIH RONALD T,0,918,45,7647,461 HICKORY LN N,SAINT PAUL,MN,55128,7036,,P O BOX 28306,SAINT PAUL,MN,55128,306,6517309193,RONALD SIH,OWNER,BUS CONSULTING NEC,2000,61000,2,1,0,1,0,8748,9902,,,,,RTS CAREER CNTR,,,,,,,0,0,1,,,370,,,,,7,3,,,10406
2001,161905612,APPOLOOSA RIDGE,0,214,45,6170,25446 MAIN ST,NISSWA,MN,56468,,,,,,,,2189637955,LAURIE GRUNZKE,OWNER,VARIETY STORES,2000,350000,0,5,0,5,0,5331,0,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,1106
2001,161932884,ESCHELON TELECOM OF MINNESOTA,0,313,45,5736,6160 GOLDEN HILLS DR,MINNEAPOLIS,MN,55416,1020,,,,,,,9527458000,CLIFF D WILLIAMS,CHIEF EXECUTIVE OFFICER,ELEC PARTS EQUIP,2000,48400000,2,250,0,250,0,5065,103,,,,,,Minneapolis,MN,,,945654572,945654572,0,3,1,,,370,,,,,9,3,2,828368,11210
